34, src: h22, dst: h144, sport: 35, dport: 35, flowsize: 10, starttime: 1000, finishtime: 1121, fct: 121, recvtput: 7.26 Gbps, sendtput: 100.0 Gbps

51, src: h115, dst: h144, sport: 52, dport: 52, flowsize: 10, starttime: 1000, finishtime: 2049, fct: 1049, recvtput: -0.05 Gbps, sendtput: 0.99 Gbps

30, src: h5, dst: h144, sport: 31, dport: 31, flowsize: 10, starttime: 1000, finishtime: 2097, fct: 1097, recvtput: -0.09 Gbps, sendtput: 0.99 Gbps

37, src: h38, dst: h144, sport: 38, dport: 38, flowsize: 10, starttime: 1000, finishtime: 3038, fct: 2038, recvtput: -0.51 Gbps, sendtput: 0.5 Gbps

53, src: h117, dst: h144, sport: 54, dport: 54, flowsize: 10, starttime: 1000, finishtime: 3052, fct: 2052, recvtput: -0.51 Gbps, sendtput: 0.5 Gbps

42, src: h69, dst: h144, sport: 43, dport: 43, flowsize: 10, starttime: 1000, finishtime: 3053, fct: 2053, recvtput: -0.51 Gbps, sendtput: 0.5 Gbps

48, src: h101, dst: h144, sport: 49, dport: 49, flowsize: 10, starttime: 1000, finishtime: 3054, fct: 2054, recvtput: -0.51 Gbps, sendtput: 0.5 Gbps

50, src: h103, dst: h144, sport: 51, dport: 51, flowsize: 10, starttime: 1000, finishtime: 3055, fct: 2055, recvtput: -0.51 Gbps, sendtput: 0.5 Gbps

31, src: h6, dst: h144, sport: 32, dport: 32, flowsize: 10, starttime: 1000, finishtime: 3056, fct: 2056, recvtput: -0.51 Gbps, sendtput: 0.5 Gbps

39, src: h53, dst: h144, sport: 40, dport: 40, flowsize: 10, starttime: 1000, finishtime: 3066, fct: 2066, recvtput: -0.52 Gbps, sendtput: 0.5 Gbps

46, src: h86, dst: h144, sport: 47, dport: 47, flowsize: 10, starttime: 1000, finishtime: 3088, fct: 2088, recvtput: -0.52 Gbps, sendtput: 0.49 Gbps

49, src: h102, dst: h144, sport: 50, dport: 50, flowsize: 10, starttime: 1000, finishtime: 3089, fct: 2089, recvtput: -0.52 Gbps, sendtput: 0.49 Gbps

33, src: h21, dst: h144, sport: 34, dport: 34, flowsize: 10, starttime: 1000, finishtime: 3094, fct: 2094, recvtput: -0.52 Gbps, sendtput: 0.49 Gbps

43, src: h70, dst: h144, sport: 44, dport: 44, flowsize: 10, starttime: 1000, finishtime: 3104, fct: 2104, recvtput: -0.52 Gbps, sendtput: 0.49 Gbps

